graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_raw
erdos_renyi,8,2,0,QTL gamma=0.50,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8749428571428572,0.8770028571428574,0.8803428571428571,0.3868,0.5,0.5
erdos_renyi,8,2,0,QTL gamma=0.60,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.8869714285714286,0.8884057142857144,0.8924285714285715,0.4236,0.6,0.6
erdos_renyi,8,2,0,QTL gamma=0.60,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.8095714285714285,0.8086857142857143,0.8139428571428573,0.22219999999999998,0.6,0.6
erdos_renyi,8,2,0,QTL gamma=0.60,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8747428571428573,0.8719114285714286,0.8765714285714284,0.36200000000000004,0.6,0.6
erdos_renyi,8,2,0,QTL gamma=0.60,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.8813714285714286,0.8477914285714286,0.8813714285714286,0.41400000000000003,0.6,0.6
erdos_renyi,8,2,0,QTL gamma=0.60,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8736857142857142,0.8765542857142858,0.8803142857142856,0.38839999999999997,0.6,0.6
erdos_renyi,8,2,0,QTL gamma=0.75,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.8866285714285714,0.8879514285714286,0.8911999999999999,0.42619999999999997,0.75,0.75
erdos_renyi,8,2,0,QTL gamma=0.75,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.8083428571428571,0.8075057142857143,0.8133428571428573,0.2226,0.75,0.75
erdos_renyi,8,2,0,QTL gamma=0.75,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8734285714285716,0.8713714285714286,0.8758285714285715,0.363,0.75,0.75
erdos_renyi,8,2,0,QTL gamma=0.75,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.8848571428571427,0.8652028571428572,0.8870285714285714,0.42580000000000007,0.75,0.75
erdos_renyi,8,2,0,QTL gamma=0.75,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8728571428571429,0.875917142857143,0.8800857142857144,0.3908000000000001,0.75,0.75
